komentar,sentimen,emosi
"Gw gak ngerti deh, masih bingung maksudnya kabur tuh kayak gimana?, setuju gak lo?",Positif,Lainnya
"Asli deh, lumayan rame, tp gue cuek aja, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, kampanye beginian tuh cuma gimmick doang, anyway gw support deh",Positif,Lainnya
"Gue rasa, beneran ngerasa divalidasi sm gerakan ini, menarik sih ini",Positif,Lainnya
"Menurutku, kampanye ginian bisa disalahpahami loh, wkwkwk",Netral,Lainnya
"Parah sih, campaign-nya relate abis sama anak muda skrg, semangat semua 💪",Positif,Lainnya
"Gue rasa, kampanye beginian tuh cuma gimmick doang, gitu aja sih",Netral,Lainnya
"Parah sih, gak semua bisa relate sama beginian, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, #KaburAjaDulu tuh keren banget 😭, wkwkwk",Positif,Sedih
"Gue rasa, kampanye beginian tuh cuma gimmick doang, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, kampanye beginian tuh cuma gimmick doang, anyway gw support deh",Positif,Lainnya
"Gue rasa, gak semua bisa relate sama beginian, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, kesannya malah nyuruh nyerah bgt sih, no offense ya",Netral,Lainnya
"Gak nyangka, ini campaign waras banget sih, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, gak ngerti harus dukung apa enggak, menarik sih ini",Positif,Lainnya
"Sumpah ya, bagus bgt buat ngingetin kita istirahat, no offense ya",Positif,Lainnya
"Parah sih, baru tau gerakan ini rame juga ya, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, kampanye ginian bisa disalahpahami loh, gitu aja sih",Netral,Lainnya
"Gak nyangka, relate bgt ama hidup gw skrg 😭😭, relate ga sih?",Netral,Sedih
"Parah sih, kesannya malah nyuruh nyerah bgt sih, anyway gw support deh",Positif,Lainnya
"Asli deh, gue dukung bgt ini gerakan ✊, ya gitu deh",Positif,Lainnya
"Asli deh, kalo semua kabur, yg kerja siapa? 💀, relate ga sih?",Netral,Lainnya
"Gw gak ngerti deh, buat gw ini bukan nyerah, tapi self-care 💅, no offense ya",Netral,Lainnya
"Ini tuh kayak, bagus bgt buat ngingetin kita istirahat, ya gitu deh",Positif,Lainnya
"Parah sih, biasa aja sih menurut gw, wkwkwk",Netral,Lainnya
"Sumpah ya, gak semua bisa relate sama beginian, semangat semua 💪",Positif,Lainnya
"Menurutku, baru tau gerakan ini rame juga ya, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Lo tau gak sih, masih bingung maksudnya kabur tuh kayak gimana?, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, #KaburAjaDulu malah nyuruh lari dari masalah 👎, setuju gak lo?",Positif,Lainnya
"Gak nyangka, jadi alesan buat mager doang 😒, setuju gak lo?",Positif,Lainnya
"Asli deh, banyak yg bahas ini, seru juga sih, gitu aja sih",Netral,Lainnya
"Parah sih, kalo semua kabur, yg kerja siapa? 💀, gitu aja sih",Netral,Lainnya
"Menurutku, gak semua bisa relate sama beginian, wkwkwk",Netral,Lainnya
"Gue rasa, ini self-care atau justru nyerah?, ya gitu deh",Netral,Lainnya
"Gak nyangka, gak semua bisa relate sama beginian, cuma pendapat pribadi ya",Netral,Lainnya
"Gue rasa, kalo semua kabur, yg kerja siapa? 💀, ya gitu deh",Netral,Lainnya
"Gue rasa, kadang emg harus kabur dulu biar balik lebih kuat 💪, no offense ya",Sedih,Lainnya
"Lo tau gak sih, kesannya malah nyuruh nyerah bgt sih, no offense ya",Netral,Lainnya
"Menurutku, relate bgt ama hidup gw skrg 😭😭, anyway gw support deh",Positif,Sedih
"Parah sih, biasa aja sih menurut gw, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, banyak yg bahas ini, seru juga sih, semangat semua 💪",Positif,Lainnya
"Sumpah ya, kadang emg harus kabur dulu biar balik lebih kuat 💪, semangat semua 💪",Positif,Lainnya
"Menurutku, bukan solusi kalo cuman kabur doang, gitu aja sih",Netral,Lainnya
"Gw gak ngerti deh, kampanye ginian bisa disalahpahami loh, no offense ya",Netral,Lainnya
"Sumpah ya, campaign-nya relate abis sama anak muda skrg, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, masih bingung maksudnya kabur tuh kayak gimana?, menarik sih ini",Positif,Lainnya
"Menurutku, akhirnya ada yg bahas soal burnout 😩, cuma pendapat pribadi ya",Negatif,Lainnya
"Baru ngeh kalo, gak semua bisa relate sama beginian, anyway gw support deh",Positif,Lainnya
"Asli deh, bagus bgt buat ngingetin kita istirahat, gitu aja sih",Positif,Lainnya
"Sumpah ya, kalo semua kabur, yg kerja siapa? 💀, cuma pendapat pribadi ya",Netral,Lainnya
"Baru ngeh kalo, ini campaign waras banget sih, no offense ya",Netral,Lainnya
"Ini tuh kayak, biasa aja sih menurut gw, gitu aja sih",Netral,Lainnya
"Ini tuh kayak, masih bingung maksudnya kabur tuh kayak gimana?, semangat semua 💪",Positif,Lainnya
"Menurutku, anak muda skrg terlalu dimanja pake campaign begini, ya gitu deh",Netral,Lainnya
"Gw gak ngerti deh, kampanye beginian tuh cuma gimmick doang, no offense ya",Netral,Lainnya
"Sumpah ya, akhirnya ada yg bahas soal burnout 😩, ya gitu deh",Negatif,Lainnya
"Gue rasa, #KaburAjaDulu malah nyuruh lari dari masalah 👎, menarik sih ini",Positif,Lainnya
"Sumpah ya, kalo semua kabur, yg kerja siapa? 💀, ya gitu deh",Netral,Lainnya
"Gak nyangka, ini campaign waras banget sih, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, anak muda skrg terlalu dimanja pake campaign begini, no offense ya",Netral,Lainnya
"Asli deh, ini campaign waras banget sih, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, jadi alesan buat mager doang 😒, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, beneran ngerasa divalidasi sm gerakan ini, cuma pendapat pribadi ya",Netral,Lainnya
"Parah sih, banyak yg bahas ini, seru juga sih, cuma pendapat pribadi ya",Netral,Lainnya
"Sumpah ya, #KaburAjaDulu malah nyuruh lari dari masalah 👎, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, lumayan rame, tp gue cuek aja, wkwkwk",Netral,Lainnya
"Lo tau gak sih, relate bgt ama hidup gw skrg 😭😭, wkwkwk",Netral,Sedih
"Menurutku, sering liat #KaburAjaDulu di FYP, apaan sih itu?, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, kesannya malah nyuruh nyerah bgt sih, anyway gw support deh",Positif,Lainnya
"Asli deh, anak muda skrg terlalu dimanja pake campaign begini, wkwkwk",Netral,Lainnya
"Lo tau gak sih, masih bingung maksudnya kabur tuh kayak gimana?, anyway gw support deh",Positif,Lainnya
"Gak nyangka, gak semua bisa relate sama beginian, gitu aja sih",Netral,Lainnya
"Parah sih, pro kontra banget sih campaign ini, ya gitu deh",Netral,Lainnya
"Sumpah ya, ini campaign waras banget sih, wkwkwk",Netral,Lainnya
"Gue rasa, jadi alesan buat mager doang 😒, relate ga sih?",Netral,Lainnya
"Sumpah ya, #KaburAjaDulu malah nyuruh lari dari masalah 👎, gitu aja sih",Netral,Lainnya
"Parah sih, anak muda skrg terlalu dimanja pake campaign begini, ya gitu deh",Netral,Lainnya
"Lo tau gak sih, baru tau gerakan ini rame juga ya, relate ga sih?",Netral,Lainnya
"Parah sih, kesannya malah nyuruh nyerah bgt sih, anyway gw support deh",Positif,Lainnya
"Gak nyangka, kadang emg harus kabur dulu biar balik lebih kuat 💪, ya gitu deh",Sedih,Lainnya
"Baru ngeh kalo, relate bgt ama hidup gw skrg 😭😭, relate ga sih?",Netral,Sedih
"Gak nyangka, gak semua bisa relate sama beginian, relate ga sih?",Netral,Lainnya
"Baru ngeh kalo, jadi alesan buat mager doang 😒, cuma pendapat pribadi ya",Netral,Lainnya
"Sumpah ya, kadang emg harus kabur dulu biar balik lebih kuat 💪, menarik sih ini",Positif,Lainnya
"Baru ngeh kalo, relate bgt ama hidup gw skrg 😭😭, anyway gw support deh",Positif,Sedih
"Ini tuh kayak, gue belum ngerti sepenuhnya soal gerakan ini, anyway gw support deh",Positif,Lainnya
"Ini tuh kayak, buat gw ini bukan nyerah, tapi self-care 💅, menarik sih ini",Positif,Lainnya
"Sumpah ya, kalo semua kabur, yg kerja siapa? 💀, setuju gak lo?",Positif,Lainnya
"Gw gak ngerti deh, ini campaign waras banget sih, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, kalo semua kabur, yg kerja siapa? 💀, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, sering liat #KaburAjaDulu di FYP, apaan sih itu?, wkwkwk",Netral,Lainnya
"Parah sih, akhirnya ada yg bahas soal burnout 😩, wkwkwk",Negatif,Lainnya
"Gak nyangka, pro kontra banget sih campaign ini, setuju gak lo?",Positif,Lainnya
"Gue rasa, kadang emg harus kabur dulu biar balik lebih kuat 💪, cuma pendapat pribadi ya",Sedih,Lainnya
"Lo tau gak sih, lumayan rame, tp gue cuek aja, menarik sih ini",Positif,Lainnya
"Gue rasa, harusnya ngajarin hadapi, bukan kabur 😑, relate ga sih?",Sedih,Lainnya
"Asli deh, gak semua bisa relate sama beginian, ya gitu deh",Netral,Lainnya
"Sumpah ya, kampanye ginian bisa disalahpahami loh, relate ga sih?",Netral,Lainnya
"Gue rasa, sering liat #KaburAjaDulu di FYP, apaan sih itu?, menarik sih ini",Positif,Lainnya
"Baru ngeh kalo, gak ngerti harus dukung apa enggak, gitu aja sih",Positif,Lainnya
"Sumpah ya, campaign-nya relate abis sama anak muda skrg, semangat semua 💪",Positif,Lainnya
"Asli deh, baru tau gerakan ini rame juga ya, semangat semua 💪",Positif,Lainnya
"Gw gak ngerti deh, campaign-nya relate abis sama anak muda skrg, relate ga sih?",Netral,Lainnya
"Baru ngeh kalo, ini campaign waras banget sih, semangat semua 💪",Positif,Lainnya
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, wkwkwk",Netral,Lainnya
"Gw gak ngerti deh, sering liat #KaburAjaDulu di FYP, apaan sih itu?, setuju gak lo?",Positif,Lainnya
"Baru ngeh kalo, kalo semua kabur, yg kerja siapa? 💀, anyway gw support deh",Positif,Lainnya
"Parah sih, anak muda skrg terlalu dimanja pake campaign begini, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, relate bgt ama hidup gw skrg 😭😭, menarik sih ini",Positif,Sedih
"Gue rasa, akhirnya ada yg bahas soal burnout 😩, cuma pendapat pribadi ya",Negatif,Lainnya
"Menurutku, akhirnya ada yg bahas soal burnout 😩, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, #KaburAjaDulu tuh keren banget 😭, anyway gw support deh",Positif,Sedih
"Sumpah ya, ini self-care atau justru nyerah?, relate ga sih?",Netral,Lainnya
"Asli deh, biasa aja sih menurut gw, cuma pendapat pribadi ya",Netral,Lainnya
"Lo tau gak sih, lumayan rame, tp gue cuek aja, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, sering liat #KaburAjaDulu di FYP, apaan sih itu?, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, baru tau gerakan ini rame juga ya, anyway gw support deh",Positif,Lainnya
"Gak nyangka, ini campaign waras banget sih, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, gue dukung bgt ini gerakan ✊, gitu aja sih",Positif,Lainnya
"Lo tau gak sih, kesannya malah nyuruh nyerah bgt sih, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, lumayan rame, tp gue cuek aja, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, kalo semua kabur, yg kerja siapa? 💀, cuma pendapat pribadi ya",Netral,Lainnya
"Gw gak ngerti deh, beneran ngerasa divalidasi sm gerakan ini, gitu aja sih",Netral,Lainnya
"Gak nyangka, banyak yg bahas ini, seru juga sih, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, masih bingung maksudnya kabur tuh kayak gimana?, semangat semua 💪",Positif,Lainnya
"Parah sih, bukan solusi kalo cuman kabur doang, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, pro kontra banget sih campaign ini, wkwkwk",Netral,Lainnya
"Menurutku, gue dukung bgt ini gerakan ✊, semangat semua 💪",Positif,Lainnya
"Lo tau gak sih, masih bingung maksudnya kabur tuh kayak gimana?, setuju gak lo?",Positif,Lainnya
"Parah sih, masih bingung maksudnya kabur tuh kayak gimana?, no offense ya",Netral,Lainnya
"Gue rasa, ini campaign waras banget sih, ya gitu deh",Netral,Lainnya
"Lo tau gak sih, jadi alesan buat mager doang 😒, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, ini campaign waras banget sih, wkwkwk",Netral,Lainnya
"Lo tau gak sih, kampanye beginian tuh cuma gimmick doang, setuju gak lo?",Positif,Lainnya
"Menurutku, gak semua bisa relate sama beginian, no offense ya",Netral,Lainnya
"Gw gak ngerti deh, akhirnya ada yg bahas soal burnout 😩, no offense ya",Negatif,Lainnya
"Parah sih, kesannya malah nyuruh nyerah bgt sih, relate ga sih?",Netral,Lainnya
"Lo tau gak sih, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Ini tuh kayak, jadi alesan buat mager doang 😒, setuju gak lo?",Positif,Lainnya
"Asli deh, kampanye beginian tuh cuma gimmick doang, no offense ya",Netral,Lainnya
"Lo tau gak sih, sering liat #KaburAjaDulu di FYP, apaan sih itu?, setuju gak lo?",Positif,Lainnya
"Gak nyangka, gak ngerti harus dukung apa enggak, setuju gak lo?",Positif,Lainnya
"Asli deh, sering liat #KaburAjaDulu di FYP, apaan sih itu?, gitu aja sih",Netral,Lainnya
"Gak nyangka, bukan solusi kalo cuman kabur doang, gitu aja sih",Netral,Lainnya
"Baru ngeh kalo, kesannya malah nyuruh nyerah bgt sih, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, beneran ngerasa divalidasi sm gerakan ini, relate ga sih?",Netral,Lainnya
"Sumpah ya, relate bgt ama hidup gw skrg 😭😭, semangat semua 💪",Positif,Sedih
"Asli deh, kalo semua kabur, yg kerja siapa? 💀, semangat semua 💪",Positif,Lainnya
"Ini tuh kayak, jadi alesan buat mager doang 😒, semangat semua 💪",Positif,Lainnya
"Asli deh, #KaburAjaDulu malah nyuruh lari dari masalah 👎, menarik sih ini",Positif,Lainnya
"Gue rasa, #KaburAjaDulu malah nyuruh lari dari masalah 👎, wkwkwk",Netral,Lainnya
"Gue rasa, lumayan rame, tp gue cuek aja, menarik sih ini",Positif,Lainnya
"Menurutku, kesannya malah nyuruh nyerah bgt sih, cuma pendapat pribadi ya",Netral,Lainnya
"Baru ngeh kalo, kalo semua kabur, yg kerja siapa? 💀, wkwkwk",Netral,Lainnya
"Menurutku, harusnya ngajarin hadapi, bukan kabur 😑, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, buat gw ini bukan nyerah, tapi self-care 💅, relate ga sih?",Netral,Lainnya
"Parah sih, banyak yg bahas ini, seru juga sih, cuma pendapat pribadi ya",Netral,Lainnya
"Gak nyangka, kalo semua kabur, yg kerja siapa? 💀, gitu aja sih",Netral,Lainnya
"Sumpah ya, campaign-nya relate abis sama anak muda skrg, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, biasa aja sih menurut gw, menarik sih ini",Positif,Lainnya
"Gak nyangka, beneran ngerasa divalidasi sm gerakan ini, semangat semua 💪",Positif,Lainnya
"Gw gak ngerti deh, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Asli deh, bagus bgt buat ngingetin kita istirahat, anyway gw support deh",Positif,Lainnya
"Menurutku, kalo semua kabur, yg kerja siapa? 💀, menarik sih ini",Positif,Lainnya
"Baru ngeh kalo, gak semua bisa relate sama beginian, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, ini self-care atau justru nyerah?, gitu aja sih",Netral,Lainnya
"Gw gak ngerti deh, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Baru ngeh kalo, buat gw ini bukan nyerah, tapi self-care 💅, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, campaign-nya relate abis sama anak muda skrg, wkwkwk",Netral,Lainnya
"Gw gak ngerti deh, kampanye ginian bisa disalahpahami loh, gitu aja sih",Netral,Lainnya
"Asli deh, #KaburAjaDulu malah nyuruh lari dari masalah 👎, semangat semua 💪",Positif,Lainnya
"Asli deh, jadi alesan buat mager doang 😒, relate ga sih?",Netral,Lainnya
"Gak nyangka, pro kontra banget sih campaign ini, semangat semua 💪",Positif,Lainnya
"Menurutku, kesannya malah nyuruh nyerah bgt sih, anyway gw support deh",Positif,Lainnya
"Menurutku, harusnya ngajarin hadapi, bukan kabur 😑, gitu aja sih",Sedih,Lainnya
"Gw gak ngerti deh, sering liat #KaburAjaDulu di FYP, apaan sih itu?, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, gak semua bisa relate sama beginian, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, jadi alesan buat mager doang 😒, relate ga sih?",Netral,Lainnya
"Sumpah ya, bukan solusi kalo cuman kabur doang, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, jadi alesan buat mager doang 😒, cuma pendapat pribadi ya",Netral,Lainnya
"Lo tau gak sih, masih bingung maksudnya kabur tuh kayak gimana?, relate ga sih?",Netral,Lainnya
"Parah sih, kadang emg harus kabur dulu biar balik lebih kuat 💪, relate ga sih?",Sedih,Lainnya
"Baru ngeh kalo, sering liat #KaburAjaDulu di FYP, apaan sih itu?, setuju gak lo?",Positif,Lainnya
"Ini tuh kayak, bukan solusi kalo cuman kabur doang, setuju gak lo?",Positif,Lainnya
"Menurutku, bagus bgt buat ngingetin kita istirahat, wkwkwk",Positif,Lainnya
"Gue rasa, baru tau gerakan ini rame juga ya, wkwkwk",Netral,Lainnya
"Asli deh, bagus bgt buat ngingetin kita istirahat, menarik sih ini",Positif,Lainnya
"Sumpah ya, bukan solusi kalo cuman kabur doang, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, biasa aja sih menurut gw, cuma pendapat pribadi ya",Netral,Lainnya
"Sumpah ya, baru tau gerakan ini rame juga ya, setuju gak lo?",Positif,Lainnya
"Gue rasa, banyak yg bahas ini, seru juga sih, ya gitu deh",Netral,Lainnya
"Gw gak ngerti deh, masih bingung maksudnya kabur tuh kayak gimana?, semangat semua 💪",Positif,Lainnya
"Lo tau gak sih, kesannya malah nyuruh nyerah bgt sih, menarik sih ini",Positif,Lainnya
"Gak nyangka, masih bingung maksudnya kabur tuh kayak gimana?, wkwkwk",Netral,Lainnya
"Gue rasa, ini self-care atau justru nyerah?, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, relate bgt ama hidup gw skrg 😭😭, setuju gak lo?",Positif,Sedih
"Parah sih, buat gw ini bukan nyerah, tapi self-care 💅, gitu aja sih",Netral,Lainnya
"Gak nyangka, kampanye beginian tuh cuma gimmick doang, setuju gak lo?",Positif,Lainnya
"Parah sih, sering liat #KaburAjaDulu di FYP, apaan sih itu?, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, buat gw ini bukan nyerah, tapi self-care 💅, gitu aja sih",Netral,Lainnya
"Menurutku, banyak yg bahas ini, seru juga sih, cuma pendapat pribadi ya",Netral,Lainnya
"Menurutku, biasa aja sih menurut gw, menarik sih ini",Positif,Lainnya
"Sumpah ya, kadang emg harus kabur dulu biar balik lebih kuat 💪, gitu aja sih",Sedih,Lainnya
"Asli deh, baru tau gerakan ini rame juga ya, wkwkwk",Netral,Lainnya
"Menurutku, buat gw ini bukan nyerah, tapi self-care 💅, setuju gak lo?",Positif,Lainnya
"Asli deh, gak ngerti harus dukung apa enggak, no offense ya",Positif,Lainnya
"Sumpah ya, baru tau gerakan ini rame juga ya, wkwkwk",Netral,Lainnya
"Parah sih, akhirnya ada yg bahas soal burnout 😩, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, kampanye ginian bisa disalahpahami loh, semangat semua 💪",Positif,Lainnya
"Gue rasa, buat gw ini bukan nyerah, tapi self-care 💅, semangat semua 💪",Positif,Lainnya
"Parah sih, bukan solusi kalo cuman kabur doang, anyway gw support deh",Positif,Lainnya
"Gw gak ngerti deh, relate bgt ama hidup gw skrg 😭😭, semangat semua 💪",Positif,Sedih
"Sumpah ya, gak ngerti harus dukung apa enggak, cuma pendapat pribadi ya",Positif,Lainnya
"Menurutku, #KaburAjaDulu tuh keren banget 😭, cuma pendapat pribadi ya",Positif,Sedih
"Gak nyangka, gak ngerti harus dukung apa enggak, setuju gak lo?",Positif,Lainnya
"Asli deh, kadang emg harus kabur dulu biar balik lebih kuat 💪, anyway gw support deh",Positif,Lainnya
"Sumpah ya, baru tau gerakan ini rame juga ya, ya gitu deh",Netral,Lainnya
"Gue rasa, relate bgt ama hidup gw skrg 😭😭, no offense ya",Netral,Sedih
"Gak nyangka, kesannya malah nyuruh nyerah bgt sih, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, lumayan rame, tp gue cuek aja, cuma pendapat pribadi ya",Netral,Lainnya
"Gue rasa, beneran ngerasa divalidasi sm gerakan ini, anyway gw support deh",Positif,Lainnya
"Menurutku, kadang emg harus kabur dulu biar balik lebih kuat 💪, no offense ya",Sedih,Lainnya
"Parah sih, baru tau gerakan ini rame juga ya, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, gak ngerti harus dukung apa enggak, semangat semua 💪",Positif,Lainnya
"Gw gak ngerti deh, pro kontra banget sih campaign ini, setuju gak lo?",Positif,Lainnya
"Lo tau gak sih, #KaburAjaDulu malah nyuruh lari dari masalah 👎, wkwkwk",Netral,Lainnya
"Gak nyangka, gak ngerti harus dukung apa enggak, ya gitu deh",Positif,Lainnya
"Lo tau gak sih, beneran ngerasa divalidasi sm gerakan ini, ya gitu deh",Netral,Lainnya
"Baru ngeh kalo, harusnya ngajarin hadapi, bukan kabur 😑, semangat semua 💪",Positif,Lainnya
"Gue rasa, kesannya malah nyuruh nyerah bgt sih, ya gitu deh",Netral,Lainnya
"Menurutku, pro kontra banget sih campaign ini, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Parah sih, gak semua bisa relate sama beginian, anyway gw support deh",Positif,Lainnya
"Parah sih, gak semua bisa relate sama beginian, gitu aja sih",Netral,Lainnya
"Lo tau gak sih, campaign-nya relate abis sama anak muda skrg, gitu aja sih",Netral,Lainnya
"Sumpah ya, gue dukung bgt ini gerakan ✊, no offense ya",Positif,Lainnya
"Menurutku, ini campaign waras banget sih, wkwkwk",Netral,Lainnya
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, no offense ya",Netral,Lainnya
"Gue rasa, kalo semua kabur, yg kerja siapa? 💀, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, campaign-nya relate abis sama anak muda skrg, no offense ya",Netral,Lainnya
"Lo tau gak sih, buat gw ini bukan nyerah, tapi self-care 💅, cuma pendapat pribadi ya",Netral,Lainnya
"Ini tuh kayak, akhirnya ada yg bahas soal burnout 😩, ya gitu deh",Negatif,Lainnya
"Sumpah ya, harusnya ngajarin hadapi, bukan kabur 😑, relate ga sih?",Sedih,Lainnya
"Lo tau gak sih, kesannya malah nyuruh nyerah bgt sih, no offense ya",Netral,Lainnya
"Lo tau gak sih, gak ngerti harus dukung apa enggak, relate ga sih?",Positif,Lainnya
"Gue rasa, pro kontra banget sih campaign ini, relate ga sih?",Netral,Lainnya
"Parah sih, sering liat #KaburAjaDulu di FYP, apaan sih itu?, wkwkwk",Netral,Lainnya
"Lo tau gak sih, buat gw ini bukan nyerah, tapi self-care 💅, semangat semua 💪",Positif,Lainnya
"Baru ngeh kalo, gue belum ngerti sepenuhnya soal gerakan ini, cuma pendapat pribadi ya",Netral,Lainnya
"Gue rasa, sering liat #KaburAjaDulu di FYP, apaan sih itu?, semangat semua 💪",Positif,Lainnya
"Parah sih, akhirnya ada yg bahas soal burnout 😩, menarik sih ini",Positif,Lainnya
"Gak nyangka, ini campaign waras banget sih, cuma pendapat pribadi ya",Netral,Lainnya
"Asli deh, buat gw ini bukan nyerah, tapi self-care 💅, anyway gw support deh",Positif,Lainnya
"Asli deh, bagus bgt buat ngingetin kita istirahat, no offense ya",Positif,Lainnya
"Gue rasa, buat gw ini bukan nyerah, tapi self-care 💅, no offense ya",Netral,Lainnya
"Gak nyangka, harusnya ngajarin hadapi, bukan kabur 😑, cuma pendapat pribadi ya",Sedih,Lainnya
"Sumpah ya, beneran ngerasa divalidasi sm gerakan ini, ya gitu deh",Netral,Lainnya
"Ini tuh kayak, anak muda skrg terlalu dimanja pake campaign begini, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, #KaburAjaDulu malah nyuruh lari dari masalah 👎, menarik sih ini",Positif,Lainnya
"Gw gak ngerti deh, ini self-care atau justru nyerah?, anyway gw support deh",Positif,Lainnya
"Menurutku, kadang emg harus kabur dulu biar balik lebih kuat 💪, anyway gw support deh",Positif,Lainnya
"Baru ngeh kalo, #KaburAjaDulu tuh keren banget 😭, semangat semua 💪",Positif,Sedih
"Asli deh, ini campaign waras banget sih, menarik sih ini",Positif,Lainnya
"Ini tuh kayak, biasa aja sih menurut gw, relate ga sih?",Netral,Lainnya
"Gak nyangka, bagus bgt buat ngingetin kita istirahat, gitu aja sih",Positif,Lainnya
"Ini tuh kayak, #KaburAjaDulu tuh keren banget 😭, ya gitu deh",Positif,Sedih
"Ini tuh kayak, bagus bgt buat ngingetin kita istirahat, anyway gw support deh",Positif,Lainnya
"Lo tau gak sih, gue belum ngerti sepenuhnya soal gerakan ini, no offense ya",Netral,Lainnya
"Sumpah ya, pro kontra banget sih campaign ini, no offense ya",Netral,Lainnya
"Asli deh, gak semua bisa relate sama beginian, no offense ya",Netral,Lainnya
"Parah sih, buat gw ini bukan nyerah, tapi self-care 💅, anyway gw support deh",Positif,Lainnya
"Gak nyangka, buat gw ini bukan nyerah, tapi self-care 💅, menarik sih ini",Positif,Lainnya
"Lo tau gak sih, ini self-care atau justru nyerah?, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, ini self-care atau justru nyerah?, gitu aja sih",Netral,Lainnya
"Gak nyangka, gue dukung bgt ini gerakan ✊, relate ga sih?",Positif,Lainnya
"Asli deh, relate bgt ama hidup gw skrg 😭😭, wkwkwk",Netral,Sedih
"Lo tau gak sih, beneran ngerasa divalidasi sm gerakan ini, ya gitu deh",Netral,Lainnya
"Gak nyangka, bagus bgt buat ngingetin kita istirahat, ya gitu deh",Positif,Lainnya
"Parah sih, beneran ngerasa divalidasi sm gerakan ini, cuma pendapat pribadi ya",Netral,Lainnya
"Baru ngeh kalo, kesannya malah nyuruh nyerah bgt sih, relate ga sih?",Netral,Lainnya
"Ini tuh kayak, pro kontra banget sih campaign ini, ya gitu deh",Netral,Lainnya
"Asli deh, kalo semua kabur, yg kerja siapa? 💀, cuma pendapat pribadi ya",Netral,Lainnya
"Baru ngeh kalo, kampanye ginian bisa disalahpahami loh, wkwkwk",Netral,Lainnya
"Ini tuh kayak, banyak yg bahas ini, seru juga sih, no offense ya",Netral,Lainnya
"Gue rasa, kadang emg harus kabur dulu biar balik lebih kuat 💪, wkwkwk",Sedih,Lainnya
"Parah sih, beneran ngerasa divalidasi sm gerakan ini, setuju gak lo?",Positif,Lainnya
"Menurutku, ini campaign waras banget sih, relate ga sih?",Netral,Lainnya
"Asli deh, harusnya ngajarin hadapi, bukan kabur 😑, cuma pendapat pribadi ya",Sedih,Lainnya
"Baru ngeh kalo, kadang emg harus kabur dulu biar balik lebih kuat 💪, gitu aja sih",Sedih,Lainnya
"Baru ngeh kalo, gue belum ngerti sepenuhnya soal gerakan ini, gitu aja sih",Netral,Lainnya
